onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2600	Beer	1	Future	8101	1.0
40	10	2540	Affection	2	Other	7259	1.0
56	10	2635	Cold	3	Past	9419	1.0
72	10	2590	Assistance	4	Null	0	n/a
88	10	CS20	Control Stimulus	5	Control	1619	2.0
104	10	2487	Music	6	Past	9066	1.0
120	10	2810	Barrier	7	Past	9768	3.0
136	10	2580	Game	8	Other	10329	2.0
152	10	2515	Fruit	9	Future	10336	1.0
168	10	CS23	Control Stimulus	10	Control	1513	2.0
184	10	4598	Goodbye	11	Null	0	n/a
200	10	CS24	Control Stimulus	12	Control	1760	1.0
216	10	2692	Terror	13	Null	0	n/a
232	10	4599	Intimate	14	Other	10395	2.0
248	10	2752	Intoxicated	15	Future	9753	3.0
264	10	2530	Bicycle	16	Future	9972	2.0
280	10	2455	Support	17	Other	9695	3.0
296	10	2490	Leftovers	18	Null	0	n/a
312	10	2410	Math	19	Past	9391	1.0
328	10	2745	Desperate	20	Null	0	n/a
344	10	CS21	Control Stimulus	21	Control	2022	1.0
360	10	2480	Waiting	22	Future	8566	1.0
376	10	2501	Tourist	23	Other	9072	1.0
392	10	2702	Hunger	24	Past	9882	2.0
408	10	3280	Dentist	25	Null	0	n/a
424	10	CS19	Control Stimulus	26	Control	2491	2.0
440	10	4621	Inappropriate	27	Future	8825	2.0
456	10	CS18	Control Stimulus	28	Control	2267	3.0
472	10	2700	Upset	29	Other	11041	3.0
488	10	2751	PoorJudgment	30	Past	8904	1.0
