onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS31	Control Stimulus	1	Control	2024	1.0
40	10	9417	Penalty	2	Future	9341	2.0
56	10	7620	Airplane	3	Other	8488	2.0
72	10	9582	Surgery	4	Other	10320	1.0
88	10	4622	Beach	5	Null	0	n/a
104	10	9210	Rain	6	Past	6792	1.0
120	10	5410	Performance	7	Future	10165	2.0
136	10	8232	Defeat	8	Null	0	n/a
152	10	7325	Summer	9	Past	8147	1.0
168	10	9041	Powerless	10	Past	10259	2.0
184	10	6834	Change	11	Other	10973	2.0
200	10	8090	Olympics	12	Null	0	n/a
216	10	5622	Bravery	13	Other	8604	2.0
232	10	CS26	Control Stimulus	14	Control	1385	2.0
248	10	7493	Lost	15	Future	10332	2.0
264	10	CS27	Control Stimulus	16	Control	2576	1.0
280	10	5830	Sunset	17	Null	0	n/a
296	10	6010	Trapped	18	Past	9452	1.0
312	10	CS29	Control Stimulus	19	Control	2399	3.0
328	10	CS32	Control Stimulus	20	Control	2077	2.0
344	10	7550	Computer	21	Null	0	n/a
360	10	8040	Concentration	22	Past	8021	1.0
376	10	5455	Navigation	23	Future	9339	3.0
392	10	9220	Cemetery	24	Other	8645	2.0
408	10	5628	Accomplishment	25	Future	8653	1.0
424	10	8032	Skating	26	Other	8286	2.0
440	10	6838	Shock	27	Past	8376	3.0
456	10	CS30	Control Stimulus	28	Control	1576	2.0
472	10	8490	Rollercoaster	29	Null	0	n/a
488	10	8010	Exhaustion	30	Future	7458	1.0
