onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	4598	Goodbye	1	Future	8636	1.0
40	10	2480	Waiting	2	Other	8708	2.0
56	10	2752	Intoxicated	3	Past	10993	2.0
72	10	2751	PoorJudgment	4	Null	0	n/a
88	10	CS17	Control Stimulus	5	Control	1719	3.0
104	10	2487	Music	6	Past	10368	1.0
120	10	2600	Beer	7	Past	8519	1.0
136	10	2745	Desperate	8	Other	7503	2.0
152	10	4621	Inappropriate	9	Future	11359	2.0
168	10	CS22	Control Stimulus	10	Control	1478	3.0
184	10	2580	Game	11	Null	0	n/a
200	10	CS21	Control Stimulus	12	Control	1739	1.0
216	10	2590	Assistance	13	Null	0	n/a
232	10	2702	Hunger	14	Other	9411	1.0
248	10	2700	Upset	15	Future	8390	1.0
264	10	2635	Cold	16	Future	8430	2.0
280	10	2455	Support	17	Other	7156	2.0
296	10	3280	Dentist	18	Null	0	n/a
312	10	2540	Affection	19	Past	8849	1.0
328	10	4599	Intimate	20	Null	0	n/a
344	10	CS23	Control Stimulus	21	Control	1970	2.0
360	10	2501	Tourist	22	Future	7293	1.0
376	10	2410	Math	23	Other	9272	1.0
392	10	2490	Leftovers	24	Past	11356	3.0
408	10	2530	Bicycle	25	Null	0	n/a
424	10	CS19	Control Stimulus	26	Control	2184	2.0
440	10	2810	Barrier	27	Future	9439	3.0
456	10	CS24	Control Stimulus	28	Control	1346	1.0
472	10	2692	Terror	29	Other	10266	2.0
488	10	2515	Fruit	30	Past	9015	1.0
