onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2299	Family	1	Past	8683	2.0
40	10	2357	Relaxing	2	Other	7803	1.0
56	10	2320	Classroom	3	Future	5965	1.0
72	10	CS08	Control Stimulus	4	Control	1892	3.0
88	10	2560	Picnic	5	Null	0	n/a
104	10	9331	Homeless	6	Other	7227	3.0
120	10	2393	Supervision	7	Future	9861	2.0
136	10	CS05	Control Stimulus	8	Control	2215	2.0
152	10	P5	Farm	9	Past	6596	2.0
168	10	2491	Flu	10	Null	0	n/a
184	10	P6	Bath	11	Other	7592	3.0
200	10	CS04	Control Stimulus	12	Control	1872	1.0
216	10	2025	Captivated	13	Past	8646	1.0
232	10	2595	Uncertainty	14	Future	11733	1.0
248	10	2695	Travel	15	Null	0	n/a
264	10	CS06	Control Stimulus	16	Control	2040	3.0
280	10	9341	Trash	17	Null	0	n/a
296	10	1340	Birds	18	Future	9921	3.0
312	10	CS01	Control Stimulus	19	Control	1563	1.0
328	10	2550	Love	20	Other	8154	2.0
344	10	6213	Mask	21	Past	10897	3.0
360	10	CS02	Control Stimulus	22	Control	1426	1.0
376	10	8370	Team	23	Other	9000	1.0
392	10	2222	Learning	24	Null	0	n/a
408	10	2394	Health	25	Future	9315	2.0
424	10	2303	Success	26	Past	10432	1.0
440	10	2141	Death	27	Null	0	n/a
456	10	2345	SayCheese	28	Future	7657	1.0
472	10	2579	Chinatown	29	Past	4857	3.0
488	10	2389	Driving	30	Other	6907	2.0
