onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS32	Control Stimulus	1	Control	1654	2.0
40	10	5455	Navigation	2	Future	9410	3.0
56	10	8490	Rollercoaster	3	Other	9217	1.0
72	10	8032	Skating	4	Other	8199	1.0
88	10	9210	Rain	5	Null	0	n/a
104	10	8232	Defeat	6	Past	8934	2.0
120	10	5410	Performance	7	Future	6799	1.0
136	10	9041	Powerless	8	Null	0	n/a
152	10	8010	Exhaustion	9	Past	9746	1.0
168	10	7550	Computer	10	Past	8427	1.0
184	10	7493	Lost	11	Other	10325	2.0
200	10	9417	Penalty	12	Null	0	n/a
216	10	5628	Accomplishment	13	Other	8311	1.0
232	10	CS30	Control Stimulus	14	Control	1745	2.0
248	10	5622	Bravery	15	Future	7587	3.0
264	10	CS31	Control Stimulus	16	Control	1322	1.0
280	10	8090	Olympics	17	Null	0	n/a
296	10	9582	Surgery	18	Past	9269	1.0
312	10	CS29	Control Stimulus	19	Control	1310	3.0
328	10	CS28	Control Stimulus	20	Control	1487	3.0
344	10	6010	Trapped	21	Null	0	n/a
360	10	6838	Shock	22	Past	9687	2.0
376	10	7620	Airplane	23	Future	8885	1.0
392	10	5830	Sunset	24	Other	8200	1.0
408	10	9220	Cemetery	25	Future	10464	2.0
424	10	4622	Beach	26	Other	9277	2.0
440	10	7325	Summer	27	Past	9960	1.0
456	10	CS25	Control Stimulus	28	Control	1330	1.0
472	10	8040	Concentration	29	Null	0	n/a
488	10	6834	Change	30	Future	10083	2.0
