onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2751	PoorJudgment	1	Future	8108	3.0
40	10	2635	Cold	2	Other	7173	1.0
56	10	2590	Assistance	3	Past	8847	1.0
72	10	2600	Beer	4	Null	0	n/a
88	10	CS22	Control Stimulus	5	Control	3082	3.0
104	10	2580	Game	6	Past	8770	1.0
120	10	2702	Hunger	7	Past	8302	1.0
136	10	4599	Intimate	8	Other	8649	1.0
152	10	2487	Music	9	Future	10366	1.0
168	10	CS24	Control Stimulus	10	Control	2908	1.0
184	10	4621	Inappropriate	11	Null	0	n/a
200	10	CS17	Control Stimulus	12	Control	1631	3.0
216	10	2540	Affection	13	Null	0	n/a
232	10	2515	Fruit	14	Other	8172	2.0
248	10	4598	Goodbye	15	Future	7393	1.0
264	10	2490	Leftovers	16	Future	10189	1.0
280	10	2810	Barrier	17	Other	7181	2.0
296	10	2700	Upset	18	Null	0	n/a
312	10	3280	Dentist	19	Past	7321	1.0
328	10	2745	Desperate	20	Null	0	n/a
344	10	CS21	Control Stimulus	21	Control	2178	1.0
360	10	2752	Intoxicated	22	Future	9072	1.0
376	10	2410	Math	23	Other	0	n/a
392	10	2530	Bicycle	24	Past	7522	1.0
408	10	2455	Support	25	Null	0	n/a
424	10	CS20	Control Stimulus	26	Control	7113	2.0
440	10	2501	Tourist	27	Future	8874	1.0
456	10	CS18	Control Stimulus	28	Control	1737	3.0
472	10	2480	Waiting	29	Other	8902	1.0
488	10	2692	Terror	30	Past	9403	3.0
