onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2393	Supervision	1	Past	8498	1.0
40	10	2303	Success	2	Other	7928	2.0
56	10	8370	Team	3	Future	10637	1.0
72	10	CS06	Control Stimulus	4	Control	2197	3.0
88	10	P5	Farm	5	Null	0	n/a
104	10	6213	Mask	6	Other	9682	2.0
120	10	2550	Love	7	Future	10313	1.0
136	10	CS02	Control Stimulus	8	Control	1704	1.0
152	10	2345	SayCheese	9	Past	9645	1.0
168	10	2299	Family	10	Null	0	n/a
184	10	2560	Picnic	11	Other	10534	2.0
200	10	CS04	Control Stimulus	12	Control	1532	1.0
216	10	1340	Birds	13	Past	7289	1.0
232	10	2389	Driving	14	Future	8351	1.0
248	10	P6	Bath	15	Null	0	n/a
264	10	CS08	Control Stimulus	16	Control	2212	3.0
280	10	P9	Worry	17	Null	0	n/a
296	10	2357	Relaxing	18	Future	7248	1.0
312	10	CS03	Control Stimulus	19	Control	2135	2.0
328	10	2595	Uncertainty	20	Other	8998	2.0
344	10	2320	Classroom	21	Past	7814	1.0
360	10	CS07	Control Stimulus	22	Control	1907	2.0
376	10	2222	Learning	23	Other	10396	1.0
392	10	2394	Health	24	Null	0	n/a
408	10	2491	Flu	25	Future	9861	2.0
424	10	2025	Captivated	26	Past	10456	1.0
440	10	2141	Death	27	Null	0	n/a
456	10	2695	Travel	28	Future	8551	1.0
472	10	9341	Trash	29	Past	7735	1.0
488	10	9331	Homeless	30	Other	10436	2.0
