onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS25	Control Stimulus	1	Control	2692	1.0
40	10	9417	Penalty	2	Future	8023	2.0
56	10	9582	Surgery	3	Other	7041	1.0
72	10	6838	Shock	4	Other	6476	1.0
88	10	7620	Airplane	5	Null	0	n/a
104	10	6010	Trapped	6	Past	8132	3.0
120	10	7325	Summer	7	Future	7914	1.0
136	10	7493	Lost	8	Null	0	n/a
152	10	5455	Navigation	9	Past	8579	1.0
168	10	4622	Beach	10	Past	8367	1.0
184	10	8232	Defeat	11	Other	8484	1.0
200	10	8010	Exhaustion	12	Null	0	n/a
216	10	5830	Sunset	13	Other	7051	2.0
232	10	CS31	Control Stimulus	14	Control	2503	1.0
248	10	9210	Rain	15	Future	6895	1.0
264	10	CS30	Control Stimulus	16	Control	2513	2.0
280	10	8090	Olympics	17	Null	0	n/a
296	10	8032	Skating	18	Past	7413	1.0
312	10	CS27	Control Stimulus	19	Control	3791	1.0
328	10	CS28	Control Stimulus	20	Control	2999	3.0
344	10	9041	Powerless	21	Null	0	n/a
360	10	5410	Performance	22	Past	9003	1.0
376	10	6834	Change	23	Future	7445	1.0
392	10	5628	Accomplishment	24	Other	0	n/a
408	10	8490	Rollercoaster	25	Future	8762	1.0
424	10	8040	Concentration	26	Other	7476	2.0
440	10	7550	Computer	27	Past	6033	1.0
456	10	CS26	Control Stimulus	28	Control	1835	2.0
472	10	9220	Cemetery	29	Null	0	n/a
488	10	5622	Bravery	30	Future	8888	1.0
