onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2810	Barrier	1	Future	8340	1.0
40	10	2751	PoorJudgment	2	Other	9416	1.0
56	10	2410	Math	3	Past	10292	2.0
72	10	2702	Hunger	4	Null	0	n/a
88	10	CS24	Control Stimulus	5	Control	2180	1.0
104	10	2580	Game	6	Past	7933	1.0
120	10	2515	Fruit	7	Past	9169	2.0
136	10	4599	Intimate	8	Other	7610	1.0
152	10	2487	Music	9	Future	7475	1.0
168	10	CS23	Control Stimulus	10	Control	2585	2.0
184	10	2480	Waiting	11	Null	0	n/a
200	10	CS22	Control Stimulus	12	Control	4444	3.0
216	10	4621	Inappropriate	13	Null	0	n/a
232	10	2745	Desperate	14	Other	5560	3.0
248	10	2752	Intoxicated	15	Future	7407	1.0
264	10	2692	Terror	16	Future	8332	2.0
280	10	2490	Leftovers	17	Other	7437	1.0
296	10	2455	Support	18	Null	0	n/a
312	10	2501	Tourist	19	Past	7045	1.0
328	10	2530	Bicycle	20	Null	0	n/a
344	10	CS17	Control Stimulus	21	Control	3619	3.0
360	10	2700	Upset	22	Future	7621	1.0
376	10	2590	Assistance	23	Other	8432	2.0
392	10	3280	Dentist	24	Past	6734	2.0
408	10	2635	Cold	25	Null	0	n/a
424	10	CS19	Control Stimulus	26	Control	4212	2.0
440	10	4598	Goodbye	27	Future	6452	1.0
456	10	CS21	Control Stimulus	28	Control	2561	1.0
472	10	2540	Affection	29	Other	6397	1.0
488	10	2600	Beer	30	Past	8541	1.0
