onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2357	Relaxing	1	Past	6968	1.0
40	10	2491	Flu	2	Other	5772	1.0
56	10	2025	Captivated	3	Future	6714	1.0
72	10	CS07	Control Stimulus	4	Control	3488	2.0
88	10	1340	Birds	5	Null	0	n/a
104	10	2141	Death	6	Other	7848	1.0
120	10	2595	Uncertainty	7	Future	7258	1.0
136	10	CS06	Control Stimulus	8	Control	2905	3.0
152	10	2560	Picnic	9	Past	6815	1.0
168	10	6213	Mask	10	Null	0	n/a
184	10	8370	Team	11	Other	5163	1.0
200	10	CS02	Control Stimulus	12	Control	2805	1.0
216	10	9331	Homeless	13	Past	6650	1.0
232	10	2695	Travel	14	Future	6464	1.0
248	10	2550	Love	15	Null	0	n/a
264	10	CS01	Control Stimulus	16	Control	3317	1.0
280	10	2303	Success	17	Null	0	n/a
296	10	2394	Health	18	Future	10607	2.0
312	10	CS03	Control Stimulus	19	Control	3309	2.0
328	10	2389	Driving	20	Other	4311	1.0
344	10	2393	Supervision	21	Past	4753	1.0
360	10	CS04	Control Stimulus	22	Control	3207	1.0
376	10	9341	Trash	23	Other	6103	1.0
392	10	P5	Farm	24	Null	0	n/a
408	10	2299	Family	25	Future	5759	1.0
424	10	P9	Worry	26	Past	7056	1.0
440	10	2222	Learning	27	Null	0	n/a
456	10	P6	Bath	28	Future	5448	1.0
472	10	2320	Classroom	29	Past	5733	1.0
488	10	2345	SayCheese	30	Other	4941	1.0
