onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2530	Bicycle	1	Future	4638	1.0
40	10	2745	Desperate	2	Other	6574	2.0
56	10	2540	Affection	3	Past	6801	1.0
72	10	2487	Music	4	Null	0	n/a
88	10	CS22	Control Stimulus	5	Control	3431	3.0
104	10	2480	Waiting	6	Past	7917	3.0
120	10	2501	Tourist	7	Past	7201	1.0
136	10	2590	Assistance	8	Other	4671	1.0
152	10	3280	Dentist	9	Future	9027	2.0
168	10	CS21	Control Stimulus	10	Control	3348	1.0
184	10	2455	Support	11	Null	0	n/a
200	10	CS23	Control Stimulus	12	Control	3001	2.0
216	10	2700	Upset	13	Null	0	n/a
232	10	2702	Hunger	14	Other	6639	1.0
248	10	2751	PoorJudgment	15	Future	6764	1.0
264	10	2515	Fruit	16	Future	6217	1.0
280	10	2692	Terror	17	Other	5567	1.0
296	10	2600	Beer	18	Null	0	n/a
312	10	2810	Barrier	19	Past	7579	1.0
328	10	2580	Game	20	Null	0	n/a
344	10	CS18	Control Stimulus	21	Control	2836	3.0
360	10	4621	Inappropriate	22	Future	9161	2.0
376	10	4599	Intimate	23	Other	5218	1.0
392	10	2635	Cold	24	Past	7380	1.0
408	10	4598	Goodbye	25	Null	0	n/a
424	10	CS17	Control Stimulus	26	Control	2266	3.0
440	10	2490	Leftovers	27	Future	8538	2.0
456	10	CS19	Control Stimulus	28	Control	5204	2.0
472	10	2752	Intoxicated	29	Other	8168	1.0
488	10	2410	Math	30	Past	9314	3.0
