onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2391	Outdoors	1	Other	8232	2.0
40	10	2331	White	2	Past	10338	1.0
56	10	2091	Friends	3	Other	6645	1.0
72	10	CS11	Control Stimulus	4	Control	2488	1.0
88	10	2340	Laughter	5	Past	6494	1.0
104	10	1112	Danger	6	Null	0	n/a
120	10	1601	Zoo	7	Future	9613	1.0
136	10	2216	Cooperation	8	Other	5978	2.0
152	10	CS14	Control Stimulus	9	Control	2056	3.0
168	10	2341	Children	10	Other	4444	2.0
184	10	2224	Amusement	11	Future	6205	1.0
200	10	2312	Poverty	12	Past	8338	1.0
216	10	2092	Clowns	13	Future	9388	1.0
232	10	2205	Loss	14	Null	0	n/a
248	10	2191	HardWork	15	Past	5110	1.0
264	10	2150	Safe	16	Null	0	n/a
280	10	CS15	Control Stimulus	17	Control	2008	3.0
296	10	2360	Home	18	Null	0	n/a
312	10	2272	Alone	19	Other	5674	2.0
328	10	2160	Nurture	20	Past	5947	3.0
344	10	2209	Preparation	21	Future	6348	1.0
360	10	CS16	Control Stimulus	22	Control	2758	1.0
376	10	2346	Waterfall	23	Null	0	n/a
392	10	2310	Admire	24	Past	10285	1.0
408	10	2399	Headache	25	Future	6275	2.0
424	10	CS10	Control Stimulus	26	Control	4819	2.0
440	10	CS09	Control Stimulus	27	Control	2376	3.0
456	10	2130	Anger	28	Other	6148	2.0
472	10	2208	Celebration	29	Future	2786	1.0
488	10	9421	War	30	Null	0	n/a
