onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	4621	Inappropriate	1	Future	4775	1.0
40	10	2590	Assistance	2	Other	5352	1.0
56	10	2455	Support	3	Past	8129	1.0
72	10	2530	Bicycle	4	Null	0	n/a
88	10	CS24	Control Stimulus	5	Control	1784	1.0
104	10	2810	Barrier	6	Past	7970	1.0
120	10	4598	Goodbye	7	Past	8663	1.0
136	10	2702	Hunger	8	Other	5926	1.0
152	10	2480	Waiting	9	Future	8580	1.0
168	10	CS19	Control Stimulus	10	Control	2314	2.0
184	10	2540	Affection	11	Null	0	n/a
200	10	CS21	Control Stimulus	12	Control	2212	1.0
216	10	2692	Terror	13	Null	0	n/a
232	10	2501	Tourist	14	Other	7385	1.0
248	10	2410	Math	15	Future	9545	1.0
264	10	2515	Fruit	16	Future	8152	1.0
280	10	2600	Beer	17	Other	7603	1.0
296	10	2700	Upset	18	Null	0	n/a
312	10	2487	Music	19	Past	4829	1.0
328	10	2580	Game	20	Null	0	n/a
344	10	CS22	Control Stimulus	21	Control	2468	3.0
360	10	2751	PoorJudgment	22	Future	8372	2.0
376	10	2752	Intoxicated	23	Other	6086	1.0
392	10	3280	Dentist	24	Past	6384	1.0
408	10	4599	Intimate	25	Null	0	n/a
424	10	CS17	Control Stimulus	26	Control	1679	3.0
440	10	2635	Cold	27	Future	7435	1.0
456	10	CS23	Control Stimulus	28	Control	1957	2.0
472	10	2490	Leftovers	29	Other	6675	1.0
488	10	2745	Desperate	30	Past	8013	2.0
