onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	4598	Goodbye	1	Future	8647	1.0
40	10	2745	Desperate	2	Other	8300	1.0
56	10	4599	Intimate	3	Past	7500	1.0
72	10	2692	Terror	4	Null	0	n/a
88	10	CS24	Control Stimulus	5	Control	3930	1.0
104	10	2487	Music	6	Past	9022	1.0
120	10	2600	Beer	7	Past	7507	1.0
136	10	2490	Leftovers	8	Other	10259	1.0
152	10	2530	Bicycle	9	Future	8560	1.0
168	10	CS17	Control Stimulus	10	Control	3361	3.0
184	10	2810	Barrier	11	Null	0	n/a
200	10	CS19	Control Stimulus	12	Control	3808	2.0
216	10	2515	Fruit	13	Null	0	n/a
232	10	2501	Tourist	14	Other	7110	1.0
248	10	3280	Dentist	15	Future	8867	2.0
264	10	2635	Cold	16	Future	9978	1.0
280	10	2702	Hunger	17	Other	10419	1.0
296	10	2751	PoorJudgment	18	Null	0	n/a
312	10	2590	Assistance	19	Past	8214	3.0
328	10	2752	Intoxicated	20	Null	0	n/a
344	10	CS18	Control Stimulus	21	Control	4280	3.0
360	10	2480	Waiting	22	Future	9988	2.0
376	10	2580	Game	23	Other	8347	2.0
392	10	2410	Math	24	Past	9198	1.0
408	10	2540	Affection	25	Null	0	n/a
424	10	CS20	Control Stimulus	26	Control	3270	2.0
440	10	4621	Inappropriate	27	Future	8294	1.0
456	10	CS23	Control Stimulus	28	Control	3461	2.0
472	10	2700	Upset	29	Other	9070	1.0
488	10	2455	Support	30	Past	8546	1.0
