onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS25	Control Stimulus	1	Control	2602	1.0
40	10	9220	Cemetery	2	Future	8745	1.0
56	10	7620	Airplane	3	Other	7737	1.0
72	10	7550	Computer	4	Other	9057	2.0
88	10	6838	Shock	5	Null	0	n/a
104	10	9417	Penalty	6	Past	6724	1.0
120	10	6834	Change	7	Future	10355	3.0
136	10	5628	Accomplishment	8	Null	0	n/a
152	10	6010	Trapped	9	Past	2647	3.0
168	10	9210	Rain	10	Past	7057	1.0
184	10	9041	Powerless	11	Other	9079	1.0
200	10	7493	Lost	12	Null	0	n/a
216	10	5622	Bravery	13	Other	9449	2.0
232	10	CS28	Control Stimulus	14	Control	2497	3.0
248	10	8010	Exhaustion	15	Future	10803	1.0
264	10	CS26	Control Stimulus	16	Control	1854	2.0
280	10	4622	Beach	17	Null	0	n/a
296	10	8232	Defeat	18	Past	8396	1.0
312	10	CS32	Control Stimulus	19	Control	2577	2.0
328	10	CS30	Control Stimulus	20	Control	3100	2.0
344	10	8090	Olympics	21	Null	0	n/a
360	10	5410	Performance	22	Past	6068	1.0
376	10	5455	Navigation	23	Future	8699	1.0
392	10	5830	Sunset	24	Other	7593	2.0
408	10	8032	Skating	25	Future	9756	1.0
424	10	7325	Summer	26	Other	7329	1.0
440	10	9582	Surgery	27	Past	10048	1.0
456	10	CS29	Control Stimulus	28	Control	2871	3.0
472	10	8490	Rollercoaster	29	Null	0	n/a
488	10	8040	Concentration	30	Future	9905	1.0
