onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	8370	Team	1	Past	9150	1.0
40	10	2393	Supervision	2	Other	8797	2.0
56	10	2560	Picnic	3	Future	10671	1.0
72	10	CS03	Control Stimulus	4	Control	2059	2.0
88	10	P9	Worry	5	Null	0	n/a
104	10	2695	Travel	6	Other	10292	2.0
120	10	1340	Birds	7	Future	10406	1.0
136	10	CS04	Control Stimulus	8	Control	3597	1.0
152	10	P5	Farm	9	Past	9844	2.0
168	10	2550	Love	10	Null	0	n/a
184	10	9341	Trash	11	Other	9289	1.0
200	10	CS02	Control Stimulus	12	Control	5428	1.0
216	10	2320	Classroom	13	Past	9165	1.0
232	10	2394	Health	14	Future	9671	1.0
248	10	2491	Flu	15	Null	0	n/a
264	10	CS08	Control Stimulus	16	Control	2812	3.0
280	10	2141	Death	17	Null	0	n/a
296	10	6213	Mask	18	Future	10238	2.0
312	10	CS01	Control Stimulus	19	Control	2051	1.0
328	10	2389	Driving	20	Other	10012	2.0
344	10	9331	Homeless	21	Past	6620	1.0
360	10	CS05	Control Stimulus	22	Control	3427	2.0
376	10	2345	SayCheese	23	Other	8483	1.0
392	10	2357	Relaxing	24	Null	0	n/a
408	10	2025	Captivated	25	Future	11420	3.0
424	10	P6	Bath	26	Past	9378	2.0
440	10	2299	Family	27	Null	0	n/a
456	10	2222	Learning	28	Future	10386	1.0
472	10	2595	Uncertainty	29	Past	9949	2.0
488	10	2303	Success	30	Other	9733	1.0
