onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2272	Alone	1	Other	8113	1.0
40	10	2346	Waterfall	2	Past	6475	1.0
56	10	2160	Nurture	3	Other	6776	2.0
72	10	CS15	Control Stimulus	4	Control	2436	3.0
88	10	2331	White	5	Past	8547	2.0
104	10	2341	Children	6	Null	0	n/a
120	10	2312	Poverty	7	Future	8236	2.0
136	10	2216	Cooperation	8	Other	7357	1.0
152	10	CS09	Control Stimulus	9	Control	3068	3.0
168	10	2191	HardWork	10	Other	7004	2.0
184	10	2092	Clowns	11	Future	8068	1.0
200	10	2391	Outdoors	12	Past	5648	1.0
216	10	2208	Celebration	13	Future	7812	2.0
232	10	2360	Home	14	Null	0	n/a
248	10	2340	Laughter	15	Past	7880	1.0
264	10	2091	Friends	16	Null	0	n/a
280	10	CS11	Control Stimulus	17	Control	3371	1.0
296	10	2209	Preparation	18	Null	0	n/a
312	10	9421	War	19	Other	8405	3.0
328	10	2224	Amusement	20	Past	7206	1.0
344	10	1112	Danger	21	Future	8656	1.0
360	10	CS16	Control Stimulus	22	Control	3243	1.0
376	10	2205	Loss	23	Null	0	n/a
392	10	2130	Anger	24	Past	10245	2.0
408	10	2310	Admire	25	Future	10310	2.0
424	10	CS14	Control Stimulus	26	Control	2270	3.0
440	10	CS12	Control Stimulus	27	Control	2222	2.0
456	10	2150	Safe	28	Other	7476	2.0
472	10	2399	Headache	29	Future	8084	1.0
488	10	1601	Zoo	30	Null	0	n/a
