onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2160	Nurture	1	Other	3622	1.0
40	10	2312	Poverty	2	Past	7751	1.0
56	10	2272	Alone	3	Other	4876	1.0
72	10	CS14	Control Stimulus	4	Control	2428	3.0
88	10	2391	Outdoors	5	Past	7581	1.0
104	10	2340	Laughter	6	Null	0	n/a
120	10	2091	Friends	7	Future	7155	1.0
136	10	2346	Waterfall	8	Other	5552	1.0
152	10	CS09	Control Stimulus	9	Control	2826	3.0
168	10	2130	Anger	10	Other	6205	1.0
184	10	2208	Celebration	11	Future	7057	1.0
200	10	2191	HardWork	12	Past	6724	1.0
216	10	2216	Cooperation	13	Future	10598	1.0
232	10	2399	Headache	14	Null	0	n/a
248	10	1112	Danger	15	Past	3798	1.0
264	10	2092	Clowns	16	Null	0	n/a
280	10	CS13	Control Stimulus	17	Control	2726	1.0
296	10	2310	Admire	18	Null	0	n/a
312	10	2331	White	19	Other	2550	1.0
328	10	1601	Zoo	20	Past	5675	1.0
344	10	9421	War	21	Future	3239	1.0
360	10	CS10	Control Stimulus	22	Control	2855	2.0
376	10	2360	Home	23	Null	0	n/a
392	10	2224	Amusement	24	Past	6040	1.0
408	10	2209	Preparation	25	Future	4925	1.0
424	10	CS11	Control Stimulus	26	Control	2367	1.0
440	10	CS16	Control Stimulus	27	Control	1925	1.0
456	10	2150	Safe	28	Other	4462	1.0
472	10	2341	Children	29	Future	5940	1.0
488	10	2205	Loss	30	Null	0	n/a
