onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2550	Love	1	Past	5618	1.0
40	10	2345	SayCheese	2	Other	7078	1.0
56	10	9341	Trash	3	Future	7610	1.0
72	10	CS06	Control Stimulus	4	Control	2105	3.0
88	10	9331	Homeless	5	Null	0	n/a
104	10	2491	Flu	6	Other	4369	1.0
120	10	2394	Health	7	Future	4796	1.0
136	10	CS05	Control Stimulus	8	Control	2372	2.0
152	10	2025	Captivated	9	Past	4679	1.0
168	10	2357	Relaxing	10	Null	0	n/a
184	10	1340	Birds	11	Other	3933	1.0
200	10	CS07	Control Stimulus	12	Control	2867	2.0
216	10	2393	Supervision	13	Past	8074	1.0
232	10	8370	Team	14	Future	7681	1.0
248	10	2141	Death	15	Null	0	n/a
264	10	CS02	Control Stimulus	16	Control	2938	1.0
280	10	2560	Picnic	17	Null	0	n/a
296	10	2695	Travel	18	Future	4670	1.0
312	10	CS03	Control Stimulus	19	Control	1873	2.0
328	10	2595	Uncertainty	20	Other	5840	1.0
344	10	2320	Classroom	21	Past	4445	1.0
360	10	CS08	Control Stimulus	22	Control	2035	3.0
376	10	2389	Driving	23	Other	4127	1.0
392	10	2303	Success	24	Null	0	n/a
408	10	P6	Bath	25	Future	8887	1.0
424	10	2299	Family	26	Past	8949	1.0
440	10	2222	Learning	27	Null	0	n/a
456	10	P9	Worry	28	Future	5263	1.0
472	10	6213	Mask	29	Past	7282	1.0
488	10	P5	Farm	30	Other	6853	1.0
