onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS26	Control Stimulus	1	Control	1237	2.0
40	10	8232	Defeat	2	Future	8447	2.0
56	10	7493	Lost	3	Other	6292	1.0
72	10	5410	Performance	4	Other	6582	1.0
88	10	6010	Trapped	5	Null	0	n/a
104	10	8032	Skating	6	Past	10437	1.0
120	10	9220	Cemetery	7	Future	6437	1.0
136	10	5622	Bravery	8	Null	0	n/a
152	10	5628	Accomplishment	9	Past	10413	1.0
168	10	4622	Beach	10	Past	6966	1.0
184	10	9210	Rain	11	Other	5679	1.0
200	10	6838	Shock	12	Null	0	n/a
216	10	8040	Concentration	13	Other	7979	1.0
232	10	CS31	Control Stimulus	14	Control	1632	1.0
248	10	9417	Penalty	15	Future	10402	3.0
264	10	CS25	Control Stimulus	16	Control	1507	1.0
280	10	5830	Sunset	17	Null	0	n/a
296	10	8490	Rollercoaster	18	Past	8746	1.0
312	10	CS28	Control Stimulus	19	Control	1465	3.0
328	10	CS29	Control Stimulus	20	Control	1574	3.0
344	10	9582	Surgery	21	Null	0	n/a
360	10	8090	Olympics	22	Past	6804	3.0
376	10	8010	Exhaustion	23	Future	8032	1.0
392	10	7620	Airplane	24	Other	7898	1.0
408	10	5455	Navigation	25	Future	9921	3.0
424	10	9041	Powerless	26	Other	6138	1.0
440	10	7550	Computer	27	Past	5590	1.0
456	10	CS32	Control Stimulus	28	Control	1680	2.0
472	10	7325	Summer	29	Null	0	n/a
488	10	6834	Change	30	Future	10592	2.0
