onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	9331	Homeless	1	Past	6605	2.0
40	10	2303	Success	2	Other	5695	1.0
56	10	2222	Learning	3	Future	9449	1.0
72	10	CS06	Control Stimulus	4	Control	1914	3.0
88	10	6213	Mask	5	Null	0	n/a
104	10	2550	Love	6	Other	4781	1.0
120	10	P9	Worry	7	Future	6876	1.0
136	10	CS04	Control Stimulus	8	Control	1922	1.0
152	10	2141	Death	9	Past	4817	1.0
168	10	2357	Relaxing	10	Null	0	n/a
184	10	2560	Picnic	11	Other	6314	1.0
200	10	CS02	Control Stimulus	12	Control	2240	1.0
216	10	2595	Uncertainty	13	Past	8868	3.0
232	10	2320	Classroom	14	Future	4667	1.0
248	10	2025	Captivated	15	Null	0	n/a
264	10	CS07	Control Stimulus	16	Control	2375	2.0
280	10	9341	Trash	17	Null	0	n/a
296	10	8370	Team	18	Future	3745	1.0
312	10	CS03	Control Stimulus	19	Control	1576	2.0
328	10	2299	Family	20	Other	7314	2.0
344	10	1340	Birds	21	Past	7107	2.0
360	10	CS05	Control Stimulus	22	Control	1784	2.0
376	10	2393	Supervision	23	Other	7409	1.0
392	10	2389	Driving	24	Null	0	n/a
408	10	2345	SayCheese	25	Future	6936	1.0
424	10	2695	Travel	26	Past	6339	1.0
440	10	2491	Flu	27	Null	0	n/a
456	10	2394	Health	28	Future	8006	3.0
472	10	P5	Farm	29	Past	5371	1.0
488	10	P6	Bath	30	Other	6300	1.0
