onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2150	Safe	1	Other	6417	1.0
40	10	2272	Alone	2	Past	6807	2.0
56	10	2160	Nurture	3	Other	4840	1.0
72	10	CS16	Control Stimulus	4	Control	1676	1.0
88	10	1601	Zoo	5	Past	9130	2.0
104	10	2130	Anger	6	Null	0	n/a
120	10	2224	Amusement	7	Future	7962	1.0
136	10	2310	Admire	8	Other	8830	1.0
152	10	CS09	Control Stimulus	9	Control	1684	3.0
168	10	9421	War	10	Other	4605	1.0
184	10	2391	Outdoors	11	Future	7441	1.0
200	10	1112	Danger	12	Past	8458	1.0
216	10	2360	Home	13	Future	7854	1.0
232	10	2092	Clowns	14	Null	0	n/a
248	10	2399	Headache	15	Past	8768	1.0
264	10	2331	White	16	Null	0	n/a
280	10	CS11	Control Stimulus	17	Control	1749	1.0
296	10	2216	Cooperation	18	Null	0	n/a
312	10	2208	Celebration	19	Other	6748	1.0
328	10	2191	HardWork	20	Past	10446	3.0
344	10	2340	Laughter	21	Future	7633	1.0
360	10	CS10	Control Stimulus	22	Control	1706	2.0
376	10	2091	Friends	23	Null	0	n/a
392	10	2209	Preparation	24	Past	8719	1.0
408	10	2205	Loss	25	Future	10245	1.0
424	10	CS15	Control Stimulus	26	Control	1766	3.0
440	10	CS13	Control Stimulus	27	Control	1508	1.0
456	10	2312	Poverty	28	Other	7037	1.0
472	10	2346	Waterfall	29	Future	7358	1.0
488	10	2341	Children	30	Null	0	n/a
