onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS29	Control Stimulus	1	Control	1732	3.0
40	10	9582	Surgery	2	Future	10691	2.0
56	10	8490	Rollercoaster	3	Other	6883	2.0
72	10	8010	Exhaustion	4	Other	9725	1.0
88	10	9417	Penalty	5	Null	0	n/a
104	10	8040	Concentration	6	Past	7854	1.0
120	10	5628	Accomplishment	7	Future	7483	1.0
136	10	8032	Skating	8	Null	0	n/a
152	10	7620	Airplane	9	Past	8213	1.0
168	10	7550	Computer	10	Past	9276	1.0
184	10	5622	Bravery	11	Other	9214	1.0
200	10	7493	Lost	12	Null	0	n/a
216	10	5830	Sunset	13	Other	9991	2.0
232	10	CS26	Control Stimulus	14	Control	1906	2.0
248	10	5410	Performance	15	Future	10364	3.0
264	10	CS30	Control Stimulus	16	Control	1846	2.0
280	10	7325	Summer	17	Null	0	n/a
296	10	9220	Cemetery	18	Past	8173	2.0
312	10	CS31	Control Stimulus	19	Control	1599	1.0
328	10	CS27	Control Stimulus	20	Control	2139	1.0
344	10	6838	Shock	21	Null	0	n/a
360	10	8232	Defeat	22	Past	10242	1.0
376	10	9041	Powerless	23	Future	7609	2.0
392	10	9210	Rain	24	Other	9546	2.0
408	10	8090	Olympics	25	Future	8801	1.0
424	10	4622	Beach	26	Other	10051	2.0
440	10	6834	Change	27	Past	10260	3.0
456	10	CS32	Control Stimulus	28	Control	1773	2.0
472	10	6010	Trapped	29	Null	0	n/a
488	10	5455	Navigation	30	Future	10520	1.0
