onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2590	Assistance	1	Future	9870	1.0
40	10	2752	Intoxicated	2	Other	9015	2.0
56	10	2702	Hunger	3	Past	8757	1.0
72	10	2600	Beer	4	Null	0	n/a
88	10	CS24	Control Stimulus	5	Control	2415	1.0
104	10	2540	Affection	6	Past	8537	1.0
120	10	2580	Game	7	Past	8670	1.0
136	10	2487	Music	8	Other	9789	3.0
152	10	2490	Leftovers	9	Future	10271	2.0
168	10	CS23	Control Stimulus	10	Control	2149	2.0
184	10	2515	Fruit	11	Null	0	n/a
200	10	CS20	Control Stimulus	12	Control	1767	2.0
216	10	3280	Dentist	13	Null	0	n/a
232	10	2692	Terror	14	Other	10374	3.0
248	10	4598	Goodbye	15	Future	8040	1.0
264	10	2751	PoorJudgment	16	Future	8593	2.0
280	10	2810	Barrier	17	Other	9005	2.0
296	10	2635	Cold	18	Null	0	n/a
312	10	2480	Waiting	19	Past	10255	2.0
328	10	2455	Support	20	Null	0	n/a
344	10	CS21	Control Stimulus	21	Control	1739	1.0
360	10	2745	Desperate	22	Future	8722	1.0
376	10	2530	Bicycle	23	Other	9289	2.0
392	10	4621	Inappropriate	24	Past	10335	2.0
408	10	2700	Upset	25	Null	0	n/a
424	10	CS19	Control Stimulus	26	Control	1745	2.0
440	10	2501	Tourist	27	Future	8975	1.0
456	10	CS18	Control Stimulus	28	Control	2489	3.0
472	10	2410	Math	29	Other	8077	2.0
488	10	4599	Intimate	30	Past	8604	1.0
