onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS30	Control Stimulus	1	Control	1890	2.0
40	10	5410	Performance	2	Future	9049	2.0
56	10	4622	Beach	3	Other	4781	1.0
72	10	7550	Computer	4	Other	6098	1.0
88	10	9220	Cemetery	5	Null	0	n/a
104	10	8490	Rollercoaster	6	Past	4041	1.0
120	10	5628	Accomplishment	7	Future	5662	1.0
136	10	8090	Olympics	8	Null	0	n/a
152	10	9417	Penalty	9	Past	3335	1.0
168	10	8032	Skating	10	Past	2691	1.0
184	10	8010	Exhaustion	11	Other	3856	1.0
200	10	8040	Concentration	12	Null	0	n/a
216	10	6834	Change	13	Other	5707	2.0
232	10	CS28	Control Stimulus	14	Control	1516	3.0
248	10	7493	Lost	15	Future	4115	2.0
264	10	CS25	Control Stimulus	16	Control	2487	1.0
280	10	5622	Bravery	17	Null	0	n/a
296	10	8232	Defeat	18	Past	8986	1.0
312	10	CS32	Control Stimulus	19	Control	1814	2.0
328	10	CS26	Control Stimulus	20	Control	1784	2.0
344	10	9582	Surgery	21	Null	0	n/a
360	10	9210	Rain	22	Past	3356	1.0
376	10	9041	Powerless	23	Future	10158	2.0
392	10	7325	Summer	24	Other	2638	1.0
408	10	5830	Sunset	25	Future	5763	1.0
424	10	7620	Airplane	26	Other	3716	1.0
440	10	6010	Trapped	27	Past	8900	3.0
456	10	CS31	Control Stimulus	28	Control	2878	1.0
472	10	6838	Shock	29	Null	0	n/a
488	10	5455	Navigation	30	Future	5048	1.0
