onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	4598	Goodbye	1	Future	3806	1.0
40	10	2600	Beer	2	Other	3349	1.0
56	10	2752	Intoxicated	3	Past	4680	1.0
72	10	2501	Tourist	4	Null	0	n/a
88	10	CS21	Control Stimulus	5	Control	1941	2.0
104	10	2530	Bicycle	6	Past	2496	1.0
120	10	3280	Dentist	7	Past	4414	1.0
136	10	4599	Intimate	8	Other	2650	1.0
152	10	2487	Music	9	Future	8263	2.0
168	10	CS22	Control Stimulus	10	Control	1630	3.0
184	10	2692	Terror	11	Null	0	n/a
200	10	CS17	Control Stimulus	12	Control	1731	3.0
216	10	2540	Affection	13	Null	0	n/a
232	10	2702	Hunger	14	Other	5288	1.0
248	10	2751	PoorJudgment	15	Future	7510	3.0
264	10	2810	Barrier	16	Future	8172	2.0
280	10	2580	Game	17	Other	4268	2.0
296	10	2745	Desperate	18	Null	0	n/a
312	10	2410	Math	19	Past	9413	3.0
328	10	4621	Inappropriate	20	Null	0	n/a
344	10	CS23	Control Stimulus	21	Control	1752	2.0
360	10	2480	Waiting	22	Future	5284	1.0
376	10	2515	Fruit	23	Other	2744	1.0
392	10	2700	Upset	24	Past	2985	1.0
408	10	2635	Cold	25	Null	0	n/a
424	10	CS18	Control Stimulus	26	Control	3609	3.0
440	10	2590	Assistance	27	Future	4059	2.0
456	10	CS24	Control Stimulus	28	Control	3586	1.0
472	10	2455	Support	29	Other	3998	2.0
488	10	2490	Leftovers	30	Past	3920	1.0
