onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2550	Love	1	Past	7488	1.0
40	10	9331	Homeless	2	Other	5448	2.0
56	10	1340	Birds	3	Future	9462	3.0
72	10	CS06	Control Stimulus	4	Control	2126	3.0
88	10	2025	Captivated	5	Null	0	n/a
104	10	2595	Uncertainty	6	Other	9613	2.0
120	10	P5	Farm	7	Future	7061	1.0
136	10	CS07	Control Stimulus	8	Control	1951	2.0
152	10	2389	Driving	9	Past	10223	1.0
168	10	2222	Learning	10	Null	0	n/a
184	10	2560	Picnic	11	Other	7607	1.0
200	10	CS05	Control Stimulus	12	Control	1627	2.0
216	10	2394	Health	13	Past	6592	1.0
232	10	9341	Trash	14	Future	5751	1.0
248	10	2393	Supervision	15	Null	0	n/a
264	10	CS01	Control Stimulus	16	Control	1712	1.0
280	10	2491	Flu	17	Null	0	n/a
296	10	2695	Travel	18	Future	4543	1.0
312	10	CS08	Control Stimulus	19	Control	1697	3.0
328	10	P9	Worry	20	Other	6682	2.0
344	10	6213	Mask	21	Past	7565	1.0
360	10	CS03	Control Stimulus	22	Control	1851	2.0
376	10	2141	Death	23	Other	3804	1.0
392	10	2299	Family	24	Null	0	n/a
408	10	2345	SayCheese	25	Future	5730	1.0
424	10	8370	Team	26	Past	4280	1.0
440	10	2320	Classroom	27	Null	0	n/a
456	10	2357	Relaxing	28	Future	4024	1.0
472	10	2303	Success	29	Past	3577	1.0
488	10	P6	Bath	30	Other	3608	1.0
