onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2751	PoorJudgment	1	Future	7476	1.0
40	10	2455	Support	2	Other	4048	2.0
56	10	2752	Intoxicated	3	Past	4229	1.0
72	10	2501	Tourist	4	Null	0	n/a
88	10	CS21	Control Stimulus	5	Control	1914	1.0
104	10	2700	Upset	6	Past	7265	1.0
120	10	3280	Dentist	7	Past	4212	1.0
136	10	2590	Assistance	8	Other	4514	3.0
152	10	2702	Hunger	9	Future	5825	2.0
168	10	CS18	Control Stimulus	10	Control	2316	3.0
184	10	2810	Barrier	11	Null	0	n/a
200	10	CS19	Control Stimulus	12	Control	2431	2.0
216	10	2490	Leftovers	13	Null	0	n/a
232	10	4599	Intimate	14	Other	0	n/a
248	10	4598	Goodbye	15	Future	8819	3.0
264	10	2580	Game	16	Future	6753	2.0
280	10	2635	Cold	17	Other	10257	3.0
296	10	2530	Bicycle	18	Null	0	n/a
312	10	2692	Terror	19	Past	3260	3.0
328	10	2540	Affection	20	Null	0	n/a
344	10	CS24	Control Stimulus	21	Control	7857	1.0
360	10	2745	Desperate	22	Future	7635	2.0
376	10	2515	Fruit	23	Other	6191	2.0
392	10	2410	Math	24	Past	10359	1.0
408	10	2487	Music	25	Null	0	n/a
424	10	CS23	Control Stimulus	26	Control	2069	2.0
440	10	2600	Beer	27	Future	3995	1.0
456	10	CS22	Control Stimulus	28	Control	5691	3.0
472	10	4621	Inappropriate	29	Other	10027	2.0
488	10	2480	Waiting	30	Past	4944	1.0
