onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS32	Control Stimulus	1	Control	2562	2.0
40	10	6838	Shock	2	Future	7414	2.0
56	10	8490	Rollercoaster	3	Other	5706	1.0
72	10	5628	Accomplishment	4	Other	7040	2.0
88	10	9220	Cemetery	5	Null	0	n/a
104	10	6834	Change	6	Past	9261	1.0
120	10	5410	Performance	7	Future	7673	1.0
136	10	8032	Skating	8	Null	0	n/a
152	10	4622	Beach	9	Past	9561	3.0
168	10	8232	Defeat	10	Past	6605	2.0
184	10	5622	Bravery	11	Other	6766	3.0
200	10	7620	Airplane	12	Null	0	n/a
216	10	8090	Olympics	13	Other	6692	1.0
232	10	CS29	Control Stimulus	14	Control	1761	3.0
248	10	7493	Lost	15	Future	7858	2.0
264	10	CS26	Control Stimulus	16	Control	2165	2.0
280	10	8010	Exhaustion	17	Null	0	n/a
296	10	6010	Trapped	18	Past	4430	3.0
312	10	CS28	Control Stimulus	19	Control	1686	3.0
328	10	CS30	Control Stimulus	20	Control	1745	2.0
344	10	7550	Computer	21	Null	0	n/a
360	10	9582	Surgery	22	Past	5436	3.0
376	10	9417	Penalty	23	Future	8748	2.0
392	10	9041	Powerless	24	Other	7347	2.0
408	10	5830	Sunset	25	Future	8046	1.0
424	10	5455	Navigation	26	Other	7214	3.0
440	10	9210	Rain	27	Past	6246	1.0
456	10	CS27	Control Stimulus	28	Control	1655	1.0
472	10	7325	Summer	29	Null	0	n/a
488	10	8040	Concentration	30	Future	6607	1.0
