onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2595	Uncertainty	1	Past	6487	2.0
40	10	2491	Flu	2	Other	5708	2.0
56	10	2025	Captivated	3	Future	5647	1.0
72	10	CS03	Control Stimulus	4	Control	3433	2.0
88	10	2394	Health	5	Null	0	n/a
104	10	2695	Travel	6	Other	7919	1.0
120	10	P6	Bath	7	Future	7830	1.0
136	10	CS07	Control Stimulus	8	Control	3212	2.0
152	10	1340	Birds	9	Past	7562	3.0
168	10	9341	Trash	10	Null	0	n/a
184	10	2222	Learning	11	Other	6525	1.0
200	10	CS01	Control Stimulus	12	Control	3169	1.0
216	10	9331	Homeless	13	Past	6443	1.0
232	10	2393	Supervision	14	Future	8534	2.0
248	10	2141	Death	15	Null	0	n/a
264	10	CS08	Control Stimulus	16	Control	3300	3.0
280	10	8370	Team	17	Null	0	n/a
296	10	2389	Driving	18	Future	8017	2.0
312	10	CS04	Control Stimulus	19	Control	3260	1.0
328	10	6213	Mask	20	Other	6883	1.0
344	10	2299	Family	21	Past	6392	2.0
360	10	CS05	Control Stimulus	22	Control	2157	2.0
376	10	2345	SayCheese	23	Other	7288	3.0
392	10	P5	Farm	24	Null	0	n/a
408	10	2357	Relaxing	25	Future	5461	1.0
424	10	2550	Love	26	Past	7851	3.0
440	10	2560	Picnic	27	Null	0	n/a
456	10	P9	Worry	28	Future	6294	1.0
472	10	2320	Classroom	29	Past	8863	2.0
488	10	2303	Success	30	Other	5665	1.0
