onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2130	Anger	1	Other	9155	2.0
40	10	2312	Poverty	2	Past	10350	2.0
56	10	2091	Friends	3	Other	8123	1.0
72	10	CS16	Control Stimulus	4	Control	1271	1.0
88	10	2150	Safe	5	Past	6359	1.0
104	10	2191	HardWork	6	Null	0	n/a
120	10	2331	White	7	Future	9234	1.0
136	10	1601	Zoo	8	Other	8931	1.0
152	10	CS11	Control Stimulus	9	Control	1376	1.0
168	10	9421	War	10	Other	7666	1.0
184	10	2391	Outdoors	11	Future	6808	1.0
200	10	2092	Clowns	12	Past	10406	2.0
216	10	2160	Nurture	13	Future	8307	1.0
232	10	2340	Laughter	14	Null	0	n/a
248	10	2224	Amusement	15	Past	7050	1.0
264	10	2399	Headache	16	Null	0	n/a
280	10	CS15	Control Stimulus	17	Control	1182	3.0
296	10	2216	Cooperation	18	Null	0	n/a
312	10	2310	Admire	19	Other	8690	1.0
328	10	2208	Celebration	20	Past	7284	2.0
344	10	2272	Alone	21	Future	7843	1.0
360	10	CS09	Control Stimulus	22	Control	1784	3.0
376	10	2209	Preparation	23	Null	0	n/a
392	10	2205	Loss	24	Past	6585	1.0
408	10	2346	Waterfall	25	Future	7076	1.0
424	10	CS10	Control Stimulus	26	Control	2055	2.0
440	10	CS14	Control Stimulus	27	Control	1382	3.0
456	10	2341	Children	28	Other	8236	2.0
472	10	1112	Danger	29	Future	7114	1.0
488	10	2360	Home	30	Null	0	n/a
