onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	P9	Worry	1	Past	6735	2.0
40	10	6213	Mask	2	Other	7841	2.0
56	10	2695	Travel	3	Future	8262	1.0
72	10	CS03	Control Stimulus	4	Control	2076	2.0
88	10	2394	Health	5	Null	0	n/a
104	10	2595	Uncertainty	6	Other	6445	1.0
120	10	2491	Flu	7	Future	6677	1.0
136	10	CS01	Control Stimulus	8	Control	1596	1.0
152	10	9341	Trash	9	Past	9914	3.0
168	10	2357	Relaxing	10	Null	0	n/a
184	10	2550	Love	11	Other	5109	1.0
200	10	CS07	Control Stimulus	12	Control	2169	2.0
216	10	2025	Captivated	13	Past	9919	3.0
232	10	P5	Farm	14	Future	5156	1.0
248	10	2222	Learning	15	Null	0	n/a
264	10	CS08	Control Stimulus	16	Control	2164	3.0
280	10	P6	Bath	17	Null	0	n/a
296	10	2389	Driving	18	Future	7186	2.0
312	10	CS05	Control Stimulus	19	Control	1704	2.0
328	10	2299	Family	20	Other	6924	2.0
344	10	8370	Team	21	Past	8266	3.0
360	10	CS04	Control Stimulus	22	Control	2436	1.0
376	10	2320	Classroom	23	Other	5213	1.0
392	10	2141	Death	24	Null	0	n/a
408	10	2393	Supervision	25	Future	6811	2.0
424	10	2560	Picnic	26	Past	7633	3.0
440	10	2303	Success	27	Null	0	n/a
456	10	2345	SayCheese	28	Future	7639	2.0
472	10	9331	Homeless	29	Past	5849	1.0
488	10	1340	Birds	30	Other	4687	1.0
