onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS25	Control Stimulus	1	Control	1503	1.0
40	10	6838	Shock	2	Future	6803	2.0
56	10	7325	Summer	3	Other	5206	1.0
72	10	7620	Airplane	4	Other	5338	1.0
88	10	5410	Performance	5	Null	0	n/a
104	10	8032	Skating	6	Past	7355	1.0
120	10	5622	Bravery	7	Future	9354	1.0
136	10	8490	Rollercoaster	8	Null	0	n/a
152	10	9210	Rain	9	Past	7606	1.0
168	10	8010	Exhaustion	10	Past	9089	1.0
184	10	9041	Powerless	11	Other	10060	1.0
200	10	8040	Concentration	12	Null	0	n/a
216	10	5830	Sunset	13	Other	7700	1.0
232	10	CS27	Control Stimulus	14	Control	1715	1.0
248	10	7493	Lost	15	Future	8663	1.0
264	10	CS26	Control Stimulus	16	Control	2503	2.0
280	10	9220	Cemetery	17	Null	0	n/a
296	10	7550	Computer	18	Past	6430	1.0
312	10	CS30	Control Stimulus	19	Control	2278	2.0
328	10	CS29	Control Stimulus	20	Control	2996	3.0
344	10	8232	Defeat	21	Null	0	n/a
360	10	5628	Accomplishment	22	Past	7006	1.0
376	10	5455	Navigation	23	Future	7699	1.0
392	10	6010	Trapped	24	Other	6635	1.0
408	10	9582	Surgery	25	Future	10409	2.0
424	10	4622	Beach	26	Other	6515	1.0
440	10	8090	Olympics	27	Past	8662	1.0
456	10	CS31	Control Stimulus	28	Control	1867	1.0
472	10	9417	Penalty	29	Null	0	n/a
488	10	6834	Change	30	Future	9101	1.0
