onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2224	Amusement	1	Other	7321	3.0
40	10	2092	Clowns	2	Past	10334	2.0
56	10	2191	HardWork	3	Other	7371	2.0
72	10	CS12	Control Stimulus	4	Control	2137	2.0
88	10	2346	Waterfall	5	Past	10270	1.0
104	10	2208	Celebration	6	Null	0	n/a
120	10	2310	Admire	7	Future	10187	1.0
136	10	2150	Safe	8	Other	6656	1.0
152	10	CS14	Control Stimulus	9	Control	1879	3.0
168	10	2341	Children	10	Other	8987	2.0
184	10	2091	Friends	11	Future	10145	1.0
200	10	2312	Poverty	12	Past	7267	1.0
216	10	2160	Nurture	13	Future	9773	2.0
232	10	2205	Loss	14	Null	0	n/a
248	10	2399	Headache	15	Past	9581	1.0
264	10	1112	Danger	16	Null	0	n/a
280	10	CS15	Control Stimulus	17	Control	1974	3.0
296	10	2340	Laughter	18	Null	0	n/a
312	10	2130	Anger	19	Other	10278	1.0
328	10	2272	Alone	20	Past	7948	1.0
344	10	9421	War	21	Future	10382	2.0
360	10	CS13	Control Stimulus	22	Control	1581	1.0
376	10	2209	Preparation	23	Null	0	n/a
392	10	2360	Home	24	Past	6766	1.0
408	10	2331	White	25	Future	7537	1.0
424	10	CS09	Control Stimulus	26	Control	2379	3.0
440	10	CS10	Control Stimulus	27	Control	2455	2.0
456	10	2391	Outdoors	28	Other	7471	1.0
472	10	2216	Cooperation	29	Future	9887	1.0
488	10	1601	Zoo	30	Null	0	n/a
