onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS32	Control Stimulus	1	Control	1710	2.0
40	10	5628	Accomplishment	2	Future	8835	1.0
56	10	9582	Surgery	3	Other	6832	3.0
72	10	6834	Change	4	Other	8346	2.0
88	10	8090	Olympics	5	Null	0	n/a
104	10	5410	Performance	6	Past	9763	2.0
120	10	8040	Concentration	7	Future	7923	1.0
136	10	8490	Rollercoaster	8	Null	0	n/a
152	10	4622	Beach	9	Past	7093	1.0
168	10	5622	Bravery	10	Past	10236	1.0
184	10	9220	Cemetery	11	Other	8548	2.0
200	10	7550	Computer	12	Null	0	n/a
216	10	6838	Shock	13	Other	9315	2.0
232	10	CS28	Control Stimulus	14	Control	1645	3.0
248	10	7493	Lost	15	Future	8907	2.0
264	10	CS27	Control Stimulus	16	Control	1627	1.0
280	10	8032	Skating	17	Null	0	n/a
296	10	9041	Powerless	18	Past	10367	1.0
312	10	CS30	Control Stimulus	19	Control	1743	2.0
328	10	CS25	Control Stimulus	20	Control	1517	1.0
344	10	5830	Sunset	21	Null	0	n/a
360	10	7325	Summer	22	Past	6607	1.0
376	10	8010	Exhaustion	23	Future	7324	1.0
392	10	7620	Airplane	24	Other	3649	3.0
408	10	6010	Trapped	25	Future	7122	3.0
424	10	9210	Rain	26	Other	8657	2.0
440	10	9417	Penalty	27	Past	8247	1.0
456	10	CS31	Control Stimulus	28	Control	1401	1.0
472	10	5455	Navigation	29	Null	0	n/a
488	10	8232	Defeat	30	Future	8470	2.0
