onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2320	Classroom	1	Past	7527	2.0
40	10	2393	Supervision	2	Other	8523	2.0
56	10	2357	Relaxing	3	Future	7381	1.0
72	10	CS04	Control Stimulus	4	Control	1758	1.0
88	10	2345	SayCheese	5	Null	0	n/a
104	10	P9	Worry	6	Other	10297	1.0
120	10	2695	Travel	7	Future	6849	2.0
136	10	CS02	Control Stimulus	8	Control	2058	1.0
152	10	2394	Health	9	Past	8032	2.0
168	10	P6	Bath	10	Null	0	n/a
184	10	2560	Picnic	11	Other	3868	3.0
200	10	CS05	Control Stimulus	12	Control	1638	2.0
216	10	2595	Uncertainty	13	Past	7146	2.0
232	10	2389	Driving	14	Future	9502	2.0
248	10	9331	Homeless	15	Null	0	n/a
264	10	CS07	Control Stimulus	16	Control	2100	2.0
280	10	2025	Captivated	17	Null	0	n/a
296	10	2141	Death	18	Future	9061	3.0
312	10	CS06	Control Stimulus	19	Control	2017	3.0
328	10	2550	Love	20	Other	7593	2.0
344	10	8370	Team	21	Past	5451	1.0
360	10	CS03	Control Stimulus	22	Control	1727	2.0
376	10	9341	Trash	23	Other	7986	2.0
392	10	2222	Learning	24	Null	0	n/a
408	10	1340	Birds	25	Future	6245	3.0
424	10	P5	Farm	26	Past	6477	1.0
440	10	2299	Family	27	Null	0	n/a
456	10	6213	Mask	28	Future	8937	3.0
472	10	2303	Success	29	Past	7451	1.0
488	10	2491	Flu	30	Other	8529	1.0
