onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2580	Game	1	Future	7573	1.0
40	10	2810	Barrier	2	Other	8184	1.0
56	10	4598	Goodbye	3	Past	6156	1.0
72	10	3280	Dentist	4	Null	0	n/a
88	10	CS20	Control Stimulus	5	Control	1791	2.0
104	10	2487	Music	6	Past	8204	1.0
120	10	2752	Intoxicated	7	Past	10220	1.0
136	10	2480	Waiting	8	Other	9855	1.0
152	10	2635	Cold	9	Future	9350	1.0
168	10	CS23	Control Stimulus	10	Control	3820	2.0
184	10	4621	Inappropriate	11	Null	0	n/a
200	10	CS24	Control Stimulus	12	Control	1814	1.0
216	10	2540	Affection	13	Null	0	n/a
232	10	2600	Beer	14	Other	10570	1.0
248	10	2702	Hunger	15	Future	7817	1.0
264	10	2455	Support	16	Future	10367	2.0
280	10	2515	Fruit	17	Other	7760	1.0
296	10	2490	Leftovers	18	Null	0	n/a
312	10	2530	Bicycle	19	Past	9506	1.0
328	10	2745	Desperate	20	Null	0	n/a
344	10	CS21	Control Stimulus	21	Control	2347	1.0
360	10	2590	Assistance	22	Future	10068	2.0
376	10	2501	Tourist	23	Other	10373	1.0
392	10	2692	Terror	24	Past	10083	1.0
408	10	4599	Intimate	25	Null	0	n/a
424	10	CS18	Control Stimulus	26	Control	2420	3.0
440	10	2751	PoorJudgment	27	Future	10522	1.0
456	10	CS17	Control Stimulus	28	Control	1876	3.0
472	10	2410	Math	29	Other	8786	1.0
488	10	2700	Upset	30	Past	7924	1.0
