onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2695	Travel	1	Past	10449	1.0
40	10	P6	Bath	2	Other	8455	2.0
56	10	2560	Picnic	3	Future	10301	1.0
72	10	CS08	Control Stimulus	4	Control	2608	3.0
88	10	9331	Homeless	5	Null	0	n/a
104	10	2394	Health	6	Other	8606	1.0
120	10	2345	SayCheese	7	Future	10345	1.0
136	10	CS07	Control Stimulus	8	Control	2157	2.0
152	10	2550	Love	9	Past	7908	1.0
168	10	2025	Captivated	10	Null	0	n/a
184	10	2389	Driving	11	Other	9680	1.0
200	10	CS02	Control Stimulus	12	Control	2047	1.0
216	10	P5	Farm	13	Past	8522	1.0
232	10	2320	Classroom	14	Future	11129	1.0
248	10	2141	Death	15	Null	0	n/a
264	10	CS01	Control Stimulus	16	Control	2295	1.0
280	10	2303	Success	17	Null	0	n/a
296	10	8370	Team	18	Future	10652	3.0
312	10	CS03	Control Stimulus	19	Control	2189	2.0
328	10	2299	Family	20	Other	10816	1.0
344	10	2595	Uncertainty	21	Past	11371	3.0
360	10	CS05	Control Stimulus	22	Control	2543	2.0
376	10	2393	Supervision	23	Other	10805	2.0
392	10	1340	Birds	24	Null	0	n/a
408	10	6213	Mask	25	Future	10881	3.0
424	10	2491	Flu	26	Past	8844	1.0
440	10	2357	Relaxing	27	Null	0	n/a
456	10	2222	Learning	28	Future	10936	1.0
472	10	9341	Trash	29	Past	7432	1.0
488	10	P9	Worry	30	Other	10616	2.0
