onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS32	Control Stimulus	1	Control	1851	2.0
40	10	5410	Performance	2	Future	9313	3.0
56	10	7620	Airplane	3	Other	10674	1.0
72	10	7550	Computer	4	Other	10467	1.0
88	10	5628	Accomplishment	5	Null	0	n/a
104	10	5830	Sunset	6	Past	10336	1.0
120	10	7493	Lost	7	Future	10036	1.0
136	10	9041	Powerless	8	Null	0	n/a
152	10	6834	Change	9	Past	10607	2.0
168	10	9210	Rain	10	Past	10504	1.0
184	10	7325	Summer	11	Other	10280	1.0
200	10	6010	Trapped	12	Null	0	n/a
216	10	8040	Concentration	13	Other	9037	2.0
232	10	CS30	Control Stimulus	14	Control	1933	2.0
248	10	8090	Olympics	15	Future	10437	1.0
264	10	CS26	Control Stimulus	16	Control	2028	2.0
280	10	5622	Bravery	17	Null	0	n/a
296	10	8010	Exhaustion	18	Past	10351	1.0
312	10	CS29	Control Stimulus	19	Control	2156	3.0
328	10	CS31	Control Stimulus	20	Control	2405	1.0
344	10	5455	Navigation	21	Null	0	n/a
360	10	8490	Rollercoaster	22	Past	10656	1.0
376	10	8232	Defeat	23	Future	11167	2.0
392	10	6838	Shock	24	Other	10411	1.0
408	10	8032	Skating	25	Future	10444	1.0
424	10	4622	Beach	26	Other	10350	1.0
440	10	9582	Surgery	27	Past	10562	3.0
456	10	CS28	Control Stimulus	28	Control	1506	3.0
472	10	9220	Cemetery	29	Null	0	n/a
488	10	9417	Penalty	30	Future	11392	2.0
