onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS25	Control Stimulus	1	Control	1768	1.0
40	10	6834	Change	2	Future	10148	3.0
56	10	7493	Lost	3	Other	6745	2.0
72	10	7620	Airplane	4	Other	9857	3.0
88	10	8490	Rollercoaster	5	Null	0	n/a
104	10	5830	Sunset	6	Past	8653	3.0
120	10	7325	Summer	7	Future	0	n/a
136	10	6838	Shock	8	Null	0	n/a
152	10	8040	Concentration	9	Past	8293	3.0
168	10	9220	Cemetery	10	Past	5801	1.0
184	10	5622	Bravery	11	Other	7296	2.0
200	10	8032	Skating	12	Null	0	n/a
216	10	5628	Accomplishment	13	Other	7258	2.0
232	10	CS32	Control Stimulus	14	Control	1666	2.0
248	10	8090	Olympics	15	Future	0	n/a
264	10	CS27	Control Stimulus	16	Control	1587	1.0
280	10	5455	Navigation	17	Null	0	n/a
296	10	8232	Defeat	18	Past	7135	2.0
312	10	CS26	Control Stimulus	19	Control	2094	2.0
328	10	CS30	Control Stimulus	20	Control	1831	2.0
344	10	5410	Performance	21	Null	0	n/a
360	10	9210	Rain	22	Past	7114	3.0
376	10	7550	Computer	23	Future	6956	1.0
392	10	9417	Penalty	24	Other	7532	2.0
408	10	9041	Powerless	25	Future	8095	2.0
424	10	8010	Exhaustion	26	Other	8591	2.0
440	10	6010	Trapped	27	Past	7984	3.0
456	10	CS28	Control Stimulus	28	Control	1763	3.0
472	10	9582	Surgery	29	Null	0	n/a
488	10	4622	Beach	30	Future	7594	3.0
