onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2272	Alone	1	Other	7184	1.0
40	10	2399	Headache	2	Past	7086	1.0
56	10	1601	Zoo	3	Other	8368	2.0
72	10	CS12	Control Stimulus	4	Control	2094	2.0
88	10	2205	Loss	5	Past	9435	2.0
104	10	2312	Poverty	6	Null	0	n/a
120	10	2360	Home	7	Future	8457	3.0
136	10	2346	Waterfall	8	Other	8432	2.0
152	10	CS13	Control Stimulus	9	Control	2585	1.0
168	10	2150	Safe	10	Other	8129	2.0
184	10	2130	Anger	11	Future	10264	2.0
200	10	2209	Preparation	12	Past	6557	1.0
216	10	2224	Amusement	13	Future	7487	2.0
232	10	2208	Celebration	14	Null	0	n/a
248	10	2341	Children	15	Past	6777	1.0
264	10	2160	Nurture	16	Null	0	n/a
280	10	CS11	Control Stimulus	17	Control	1991	1.0
296	10	2091	Friends	18	Null	0	n/a
312	10	2331	White	19	Other	7879	2.0
328	10	2092	Clowns	20	Past	9326	2.0
344	10	2310	Admire	21	Future	7949	3.0
360	10	CS09	Control Stimulus	22	Control	3216	3.0
376	10	2340	Laughter	23	Null	0	n/a
392	10	2216	Cooperation	24	Past	9252	1.0
408	10	2391	Outdoors	25	Future	8564	2.0
424	10	CS15	Control Stimulus	26	Control	3908	3.0
440	10	CS10	Control Stimulus	27	Control	2951	2.0
456	10	2191	HardWork	28	Other	8891	1.0
472	10	9421	War	29	Future	6746	3.0
488	10	1112	Danger	30	Null	0	n/a
