onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2700	Upset	1	Future	5623	1.0
40	10	2487	Music	2	Other	6879	1.0
56	10	4621	Inappropriate	3	Past	5194	1.0
72	10	4598	Goodbye	4	Null	0	n/a
88	10	CS21	Control Stimulus	5	Control	1906	1.0
104	10	2410	Math	6	Past	8326	1.0
120	10	2515	Fruit	7	Past	8044	1.0
136	10	2751	PoorJudgment	8	Other	6689	1.0
152	10	2600	Beer	9	Future	6377	1.0
168	10	CS18	Control Stimulus	10	Control	3585	3.0
184	10	2635	Cold	11	Null	0	n/a
200	10	CS20	Control Stimulus	12	Control	3240	2.0
216	10	3280	Dentist	13	Null	0	n/a
232	10	2501	Tourist	14	Other	7422	1.0
248	10	2752	Intoxicated	15	Future	8885	2.0
264	10	4599	Intimate	16	Future	9137	1.0
280	10	2745	Desperate	17	Other	7897	1.0
296	10	2810	Barrier	18	Null	0	n/a
312	10	2580	Game	19	Past	7914	1.0
328	10	2530	Bicycle	20	Null	0	n/a
344	10	CS19	Control Stimulus	21	Control	2133	2.0
360	10	2692	Terror	22	Future	7674	3.0
376	10	2455	Support	23	Other	8164	2.0
392	10	2702	Hunger	24	Past	6693	1.0
408	10	2540	Affection	25	Null	0	n/a
424	10	CS23	Control Stimulus	26	Control	2686	2.0
440	10	2490	Leftovers	27	Future	5970	1.0
456	10	CS17	Control Stimulus	28	Control	3086	3.0
472	10	2590	Assistance	29	Other	8272	1.0
488	10	2480	Waiting	30	Past	8984	1.0
