onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	2393	Supervision	1	Past	6276	1.0
40	10	1340	Birds	2	Other	8490	1.0
56	10	2141	Death	3	Future	8642	1.0
72	10	CS07	Control Stimulus	4	Control	2258	2.0
88	10	2595	Uncertainty	5	Null	0	n/a
104	10	2299	Family	6	Other	8276	1.0
120	10	2303	Success	7	Future	10388	1.0
136	10	CS03	Control Stimulus	8	Control	2423	2.0
152	10	2025	Captivated	9	Past	6328	1.0
168	10	8370	Team	10	Null	0	n/a
184	10	2357	Relaxing	11	Other	6989	1.0
200	10	CS05	Control Stimulus	12	Control	2341	2.0
216	10	2550	Love	13	Past	6894	1.0
232	10	P9	Worry	14	Future	9500	1.0
248	10	9341	Trash	15	Null	0	n/a
264	10	CS04	Control Stimulus	16	Control	1958	1.0
280	10	2389	Driving	17	Null	0	n/a
296	10	P6	Bath	18	Future	7340	1.0
312	10	CS02	Control Stimulus	19	Control	1829	1.0
328	10	9331	Homeless	20	Other	8459	1.0
344	10	2222	Learning	21	Past	8226	1.0
360	10	CS06	Control Stimulus	22	Control	1867	3.0
376	10	2394	Health	23	Other	8903	1.0
392	10	2320	Classroom	24	Null	0	n/a
408	10	2560	Picnic	25	Future	7336	3.0
424	10	P5	Farm	26	Past	6627	1.0
440	10	6213	Mask	27	Null	0	n/a
456	10	2695	Travel	28	Future	8604	1.0
472	10	2345	SayCheese	29	Past	7027	1.0
488	10	2491	Flu	30	Other	8029	1.0
