onset	duration	IAPSIdentifier	CueWord	TrialNumber	Condition	ResponseTime	VividnessRating
24	10	CS29	Control Stimulus	1	Control	4641	3.0
40	10	8090	Olympics	2	Future	6462	3.0
56	10	5455	Navigation	3	Other	4695	2.0
72	10	8490	Rollercoaster	4	Other	7609	1.0
88	10	9582	Surgery	5	Null	0	n/a
104	10	9210	Rain	6	Past	9987	1.0
120	10	9041	Powerless	7	Future	6309	2.0
136	10	5410	Performance	8	Null	0	n/a
152	10	9220	Cemetery	9	Past	10260	2.0
168	10	8040	Concentration	10	Past	6187	1.0
184	10	6838	Shock	11	Other	9088	2.0
200	10	6010	Trapped	12	Null	0	n/a
216	10	7493	Lost	13	Other	7758	1.0
232	10	CS28	Control Stimulus	14	Control	1958	3.0
248	10	5628	Accomplishment	15	Future	5931	1.0
264	10	CS30	Control Stimulus	16	Control	3661	2.0
280	10	5830	Sunset	17	Null	0	n/a
296	10	7325	Summer	18	Past	6931	2.0
312	10	CS31	Control Stimulus	19	Control	3887	1.0
328	10	CS26	Control Stimulus	20	Control	2221	2.0
344	10	5622	Bravery	21	Null	0	n/a
360	10	4622	Beach	22	Past	8266	1.0
376	10	7620	Airplane	23	Future	6757	3.0
392	10	8232	Defeat	24	Other	8113	2.0
408	10	8010	Exhaustion	25	Future	6841	1.0
424	10	8032	Skating	26	Other	7651	2.0
440	10	9417	Penalty	27	Past	8617	1.0
456	10	CS25	Control Stimulus	28	Control	1819	1.0
472	10	6834	Change	29	Null	0	n/a
488	10	7550	Computer	30	Future	8096	2.0
